Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECJ,Supplies & Services,Sport Equip - Purchase,Broxap Ltd,18/09/2013,8526.22,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECJ,Supplies & Services,Sport Equip - Purchase,Broxap Ltd,18/09/2013,660,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,24/09/2013,1625,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,25/09/2013,2069.17,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDB,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/09/2013,102.5,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDC,Supplies & Services,Printing - Other,TAWS PRINTERS,12/09/2013,195,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDH,Supplies & Services,Equipment - Purchase,KESTRONICS LTD,12/09/2013,288,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHG,Supplies & Services,Equipment - Hire,OAKLEYS LTD,18/09/2013,525.75,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHG,Supplies & Services,Licences,The Professional Golfers Association,26/09/2013,390,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Supplies & Services,Other Materials,AMENITY LAND SERVICES LTD T/A MAXWELL AMENITY LTD,03/09/2013,255,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Transport-Related Expenditure,Servicing & Repairs V&P,OAKLEYS LTD,04/09/2013,227.6,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Transport-Related Expenditure,Servicing & Repairs V&P,OAKLEYS LTD,04/09/2013,244.93,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHS,Supplies & Services,Items For Resale,Amer Sports UK Ltd,06/09/2013,757.5,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Wet Resale Provision,TROPICAL ICE,05/09/2013,1302,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,BIKOLD,05/09/2013,438.54,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,BIKOLD,19/09/2013,319.4,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,BIKOLD,09/09/2013,404.12,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,BIKOLD,26/09/2013,350.71,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIP,Supplies & Services,Payment Of Income Collected,REDACTED PERSONAL INFORMATION,04/09/2013,120,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,03/09/2013,148.55,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,03/09/2013,-148.55,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,17/09/2013,148.55,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,17/09/2013,-148.55,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,10/09/2013,118.84,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,10/09/2013,-118.84,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Purchase,SLIDERS SKATE SHOP,19/09/2013,311,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Purchase,SLIDERS SKATE SHOP,19/09/2013,245,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Purchase,SLIDERS SKATE SHOP,19/09/2013,132,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Purchase,SLIDERS SKATE SHOP,19/09/2013,332,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,First Aid,ST JOHN AMBULANCE,19/09/2013,330,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Hire,V LOCKER UK LIMITED,09/09/2013,280.25,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIS,Supplies & Services,Items For Resale,NATIONAL ICE SKATING ASSOCIATION,09/09/2013,547.3,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEMH,Employees,Course Fees,CHARTERED INSTITUTE OF MARKETING,19/09/2013,189,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEMH,Supplies & Services,Promotion Expenses,PARTNERSHIP PUBLISHING LTD,19/09/2013,600,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENP,Premises-Related Expenditure,Swimming Pool Chemicals,BRENNTAG UK LIMITED,11/09/2013,360,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWE,Employees,Staff Training,Les Mills Fitness UK Ltd,12/09/2013,208.33,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWE,Supplies & Services,Licences,Les Mills Fitness UK Ltd,04/09/2013,199.41,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Items For Resale,SWIMRITE SUPPLIES LIMITED,04/09/2013,193.39,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,AIR PRODUCTS CRYOEASE SERVICES,18/09/2013,177.09,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,AIR PRODUCTS CRYOEASE SERVICES,18/09/2013,183.9,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Licences,PRS FOR MUSIC,16/09/2013,13786.4,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,AIR PRODUCTS CRYOEASE SERVICES,18/09/2013,320.64,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAC,Capital Expenditure,Payments to Contractor,The Derek Evans Partnership LLP,13/09/2013,1414.5,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAC,Capital Expenditure,Payments to Contractor,SLR CONSULTING LIMITED,23/09/2013,2827.82,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAD,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,18/09/2013,26021,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,R&M MEB Contract Maintenance,BRITISH TELECOMMUNICATIONS PLC,11/09/2013,184.46,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Monitoring of Traffic,Nationwide Data Collection,12/09/2013,185,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Monitoring of Traffic,Nationwide Data Collection,12/09/2013,185,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Monitoring of Traffic,Nationwide Data Collection,03/09/2013,185,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Consultants Fees,Institute of Highway Engineers Mercia Branch,05/09/2013,140,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Promotion Expenses,BRITISH PARKING ASSOCIATION,17/09/2013,619,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,12/09/2013,478.15,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Other Services,Jade Security Service Ltd,18/09/2013,422.1,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,10/09/2013,1008.7,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,10/09/2013,4117.43,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,10/09/2013,393,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,10/09/2013,4232.83,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,10/09/2013,4232.85,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,10/09/2013,740.15,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,10/09/2013,-1008.7,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBF,Employees,Professional Subs,INSTITUTE OF HIGHWAYS & TRANSPORTATION,03/09/2013,160,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBF,Supplies & Services,Computer Consumables,STANFORD MARSH FINANCE LTD,18/09/2013,162.42,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,BIOGAS TECHNOLOGY LIMITED,13/09/2013,2465.84,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,Geotechnical Instruments(UK) Ltd,24/09/2013,4600,
Neighbourhood & Leisure Services,Transport and Highway Development,WCAP,Capital Expenditure,Payments to Contractor,THOMAS CONSULTING,03/09/2013,975,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,VIRGIN MEDIA LIMITED,12/09/2013,1291.91,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Engineers Fees,MARKETING AT THE MILL,12/09/2013,270,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,10/09/2013,6944.33,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,10/09/2013,8472.88,
Neighbourhood & Leisure Services,Transport and Highway Development,WCLT,Capital Expenditure,External Professional Fees,ATKINS LIMITED,12/09/2013,7500,
Neighbourhood & Leisure Services,Transport and Highway Development,WCLT,Capital Expenditure,External Professional Fees,ATKINS LIMITED,13/09/2013,7740,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Fixtures & Fittings & Equipment,ITMSOIL,12/09/2013,249.75,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,13/09/2013,350,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,Pearce Environment Ltd,11/09/2013,48662.2,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,20/09/2013,56053.33,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,SIGNS EXPRESS (TELFORD),04/09/2013,150,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,02/09/2013,186.12,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,04/09/2013,742.5,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,REDIWELD RUBBER & PLASTICS LTD,12/09/2013,3382.9,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,12/09/2013,6826.7,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,12/09/2013,7827.65,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,24/09/2013,2093.22,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,10/09/2013,9841.73,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,REDIWELD RUBBER & PLASTICS LTD,25/09/2013,4390.8,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAC,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,27/09/2013,38807.58,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAQ,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,10/09/2013,31444.77,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAQ,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,26/09/2013,139784.84,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAR,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,05/09/2013,285.92,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,17/09/2013,1890,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,UK CONTAINER MAINTENANCE LIMITED,16/09/2013,770,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAF,Supplies & Services,Other Services,HILBRAE PETS HOTEL,16/09/2013,2830.78,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAH,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,24/09/2013,98486.98,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAN,Third Party Payments,Private Contractors,SITA UK,02/09/2013,3083.32,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EEBR,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,17/09/2013,105,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,Coalbrookdale and Ironbridge Community Centre,12/09/2013,126.59,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,CHAIRS & SPARES,16/09/2013,541.76,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAD,Supplies & Services,Other Services,SITA UK,17/09/2013,6476.82,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAD,Supplies & Services,Other Services,SITA UK,02/09/2013,7306.12,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAD,Third Party Payments,Contractor Recharge,SITA UK,02/09/2013,4800.48,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,19/09/2013,330.5,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Highways Equipment,SHROPSHIRE ROADSWEEPERS,19/09/2013,1651,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Highways Equipment,SHROPSHIRE ROADSWEEPERS,17/09/2013,1645,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Materials,JACK MOODY LTD,17/09/2013,8601.6,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,17/09/2013,458.76,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,17/09/2013,1677.6,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,12/09/2013,482.9,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,12/09/2013,457.86,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Highways Equipment,SHROPSHIRE ROADSWEEPERS,12/09/2013,1475,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Highways Equipment,SHROPSHIRE ROADSWEEPERS,12/09/2013,981,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Services,SITA UK,23/09/2013,179.16,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Services,SITA UK,26/09/2013,159348.52,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,SITA UK,02/09/2013,951.7,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,SRCL LTD,19/09/2013,862.67,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,19/09/2013,2475,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Landfill Tax,SITA UK,17/09/2013,1426.18,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,SRCL LTD,17/09/2013,626.04,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,WasteCare,17/09/2013,610,
