Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,171.36,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,02/05/2013,171,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,169.76,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,168,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CT,24/05/2013,165,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,164.22,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,164.22,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,164.22,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,164.22,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,30/05/2013,164,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,31/05/2013,160.9,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,159.12,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,157.08,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,157.08,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,157.08,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,156.64,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,156.06,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,155.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,155.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,155.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,154.2,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,153.72,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,152.95,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,149.94,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,149.94,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,149.94,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,149.94,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,145.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,145,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,28/05/2013,142.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,142.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,142.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,139.2,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,137.88,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,135.66,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,135.66,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,135.66,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,28/05/2013,135.66,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,135.66,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,02/05/2013,135.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,134.64,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,130.05,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,128.52,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,128.52,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,128.52,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,128.52,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,127.36,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,121.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,121.38,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,121.38,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,121.38,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,121.38,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,120.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,120.64,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,120,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,115.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,114.24,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,114.24,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,114.24,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,114.07,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,02/05/2013,111.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,111.36,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,107.1,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,107.1,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,105.95,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,28/05/2013,101.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,100.66,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,ARRIVA MIDLANDS NORTH LIMITED,07/05/2013,4598,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,ARRIVA MIDLANDS NORTH LIMITED,07/05/2013,4180,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,20/05/2013,3420,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,ARRIVA MIDLANDS NORTH LIMITED,17/05/2013,3108,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,20/05/2013,2520,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,20/05/2013,2460,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M & B MINIBUSES LTD,10/05/2013,1884,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,1606.85,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,1606.85,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,1290,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,1290,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,1156.9,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,1156.9,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,1059.85,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,1059.85,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,1007.15,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,1007.15,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,1007.15,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,1007.15,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,976.45,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,976.45,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,976.45,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,976.45,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,976.45,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,976.45,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,20/05/2013,964.11,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,20/05/2013,774,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,20/05/2013,694.14,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,650,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,650,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/05/2013,642.74,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,20/05/2013,635.91,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,20/05/2013,604.29,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,20/05/2013,604.29,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,20/05/2013,585.87,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,20/05/2013,585.87,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,20/05/2013,585.87,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/05/2013,516,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,512.33,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,512.33,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,07/05/2013,512.33,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,01/05/2013,512.33,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/05/2013,462.76,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/05/2013,423.94,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/05/2013,402.86,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/05/2013,402.86,
